Iteracoes,Aproximacao_PI,PI_Real,Erro_Absoluto,Tempo_ms,Precisao,Digitos_Corretos
152200,3.1415860833,3.141592653589793,0.0000065703,0.000,100.00,4
152300,3.1415860876,3.141592653589793,0.0000065660,0.000,100.00,4
152400,3.1415860919,3.141592653589793,0.0000065617,0.000,100.00,4
152500,3.1415860962,3.141592653589793,0.0000065574,0.000,100.00,4
152600,3.1415861005,3.141592653589793,0.0000065531,0.000,100.00,4
152700,3.1415861048,3.141592653589793,0.0000065488,0.000,100.00,4
152800,3.1415861091,3.141592653589793,0.0000065445,0.000,100.00,4
152900,3.1415861134,3.141592653589793,0.0000065402,0.000,100.00,4
153000,3.1415861176,3.141592653589793,0.0000065359,0.000,100.00,4
153100,3.1415861219,3.141592653589793,0.0000065317,0.000,100.00,4
153200,3.1415861262,3.141592653589793,0.0000065274,0.000,100.00,4
153300,3.1415861304,3.141592653589793,0.0000065232,0.000,100.00,4
153400,3.1415861347,3.141592653589793,0.0000065189,0.000,100.00,4
153500,3.1415861389,3.141592653589793,0.0000065147,0.000,100.00,4
153600,3.1415861432,3.141592653589793,0.0000065104,0.970,100.00,4
153700,3.1415861474,3.141592653589793,0.0000065062,0.000,100.00,4
153800,3.1415861516,3.141592653589793,0.0000065020,1.883,100.00,4
153900,3.1415861559,3.141592653589793,0.0000064977,0.000,100.00,4
154000,3.1415861601,3.141592653589793,0.0000064935,0.000,100.00,4
154100,3.1415861643,3.141592653589793,0.0000064893,0.000,100.00,4
154200,3.1415861685,3.141592653589793,0.0000064851,0.000,100.00,4
154300,3.1415861727,3.141592653589793,0.0000064809,0.000,100.00,4
154400,3.1415861769,3.141592653589793,0.0000064767,0.000,100.00,4
154500,3.1415861811,3.141592653589793,0.0000064725,0.000,100.00,4
154600,3.1415861853,3.141592653589793,0.0000064683,0.000,100.00,4
154700,3.1415861895,3.141592653589793,0.0000064641,0.000,100.00,4
154800,3.1415861936,3.141592653589793,0.0000064599,0.000,100.00,4
154900,3.1415861978,3.141592653589793,0.0000064558,0.000,100.00,4
155000,3.1415862020,3.141592653589793,0.0000064516,0.000,100.00,4
155100,3.1415862061,3.141592653589793,0.0000064475,0.000,100.00,4
155200,3.1415862103,3.141592653589793,0.0000064433,0.000,100.00,4
155300,3.1415862144,3.141592653589793,0.0000064392,0.000,100.00,4
155400,3.1415862186,3.141592653589793,0.0000064350,0.000,100.00,4
155500,3.1415862227,3.141592653589793,0.0000064309,12.850,100.00,4
155600,3.1415862269,3.141592653589793,0.0000064267,0.000,100.00,4
155700,3.1415862310,3.141592653589793,0.0000064226,0.000,100.00,4
155800,3.1415862351,3.141592653589793,0.0000064185,1.839,100.00,4
155900,3.1415862392,3.141592653589793,0.0000064144,0.000,100.00,4
156000,3.1415862433,3.141592653589793,0.0000064103,0.000,100.00,4
156100,3.1415862474,3.141592653589793,0.0000064061,0.000,100.00,4
156200,3.1415862515,3.141592653589793,0.0000064020,0.000,100.00,4
156300,3.1415862556,3.141592653589793,0.0000063980,0.000,100.00,4
156400,3.1415862597,3.141592653589793,0.0000063939,0.000,100.00,4
156500,3.1415862638,3.141592653589793,0.0000063898,0.000,100.00,4
156600,3.1415862679,3.141592653589793,0.0000063857,0.000,100.00,4
156700,3.1415862720,3.141592653589793,0.0000063816,0.000,100.00,4
156800,3.1415862760,3.141592653589793,0.0000063776,0.000,100.00,4
156900,3.1415862801,3.141592653589793,0.0000063735,0.000,100.00,4
157000,3.1415862842,3.141592653589793,0.0000063694,0.000,100.00,4
157100,3.1415862882,3.141592653589793,0.0000063654,0.000,100.00,4
157200,3.1415862923,3.141592653589793,0.0000063613,0.000,100.00,4
157300,3.1415862963,3.141592653589793,0.0000063573,0.000,100.00,4
157400,3.1415863003,3.141592653589793,0.0000063532,0.000,100.00,4
157500,3.1415863044,3.141592653589793,0.0000063492,0.000,100.00,4
157600,3.1415863084,3.141592653589793,0.0000063452,12.220,100.00,4
157700,3.1415863124,3.141592653589793,0.0000063412,0.000,100.00,4
157800,3.1415863165,3.141592653589793,0.0000063371,0.000,100.00,4
157900,3.1415863205,3.141592653589793,0.0000063331,0.000,100.00,4
158000,3.1415863245,3.141592653589793,0.0000063291,0.000,100.00,4
158100,3.1415863285,3.141592653589793,0.0000063251,2.053,100.00,4
158200,3.1415863325,3.141592653589793,0.0000063211,0.000,100.00,4
158300,3.1415863365,3.141592653589793,0.0000063171,0.000,100.00,4
158400,3.1415863405,3.141592653589793,0.0000063131,0.000,100.00,4
158500,3.1415863444,3.141592653589793,0.0000063091,0.000,100.00,4
158600,3.1415863484,3.141592653589793,0.0000063052,0.000,100.00,4
158700,3.1415863524,3.141592653589793,0.0000063012,0.000,100.00,4
158800,3.1415863564,3.141592653589793,0.0000062972,0.000,100.00,4
158900,3.1415863603,3.141592653589793,0.0000062933,0.000,100.00,4
159000,3.1415863643,3.141592653589793,0.0000062893,0.000,100.00,4
159100,3.1415863682,3.141592653589793,0.0000062854,0.000,100.00,4
159200,3.1415863722,3.141592653589793,0.0000062814,0.000,100.00,4
159300,3.1415863761,3.141592653589793,0.0000062775,0.000,100.00,4
159400,3.1415863801,3.141592653589793,0.0000062735,0.000,100.00,4
159500,3.1415863840,3.141592653589793,0.0000062696,0.000,100.00,4
159600,3.1415863879,3.141592653589793,0.0000062657,0.000,100.00,4
159700,3.1415863918,3.141592653589793,0.0000062617,0.000,100.00,4
159800,3.1415863958,3.141592653589793,0.0000062578,0.000,100.00,4
159900,3.1415863997,3.141592653589793,0.0000062539,0.000,100.00,4
160000,3.1415864036,3.141592653589793,0.0000062500,0.000,100.00,4
160100,3.1415864075,3.141592653589793,0.0000062461,0.000,100.00,4
160200,3.1415864114,3.141592653589793,0.0000062422,0.000,100.00,4
160300,3.1415864153,3.141592653589793,0.0000062383,0.000,100.00,4
160400,3.1415864192,3.141592653589793,0.0000062344,0.000,100.00,4
160500,3.1415864231,3.141592653589793,0.0000062305,0.000,100.00,4
160600,3.1415864269,3.141592653589793,0.0000062267,0.000,100.00,4
160700,3.1415864308,3.141592653589793,0.0000062228,0.000,100.00,4
160800,3.1415864347,3.141592653589793,0.0000062189,0.000,100.00,4
160900,3.1415864385,3.141592653589793,0.0000062150,0.000,100.00,4
161000,3.1415864424,3.141592653589793,0.0000062112,0.000,100.00,4
161100,3.1415864463,3.141592653589793,0.0000062073,0.000,100.00,4
161200,3.1415864501,3.141592653589793,0.0000062035,0.000,100.00,4
161300,3.1415864540,3.141592653589793,0.0000061996,0.000,100.00,4
161400,3.1415864578,3.141592653589793,0.0000061958,0.000,100.00,4
161500,3.1415864616,3.141592653589793,0.0000061920,10.994,100.00,4
161600,3.1415864655,3.141592653589793,0.0000061881,0.705,100.00,4
161700,3.1415864693,3.141592653589793,0.0000061843,0.000,100.00,4
161800,3.1415864731,3.141592653589793,0.0000061805,0.000,100.00,4
161900,3.1415864769,3.141592653589793,0.0000061767,3.047,100.00,4
162000,3.1415864808,3.141592653589793,0.0000061728,0.000,100.00,4
162100,3.1415864846,3.141592653589793,0.0000061690,0.000,100.00,4
162200,3.1415864884,3.141592653589793,0.0000061652,0.000,100.00,4
162300,3.1415864922,3.141592653589793,0.0000061614,0.000,100.00,4
162400,3.1415864960,3.141592653589793,0.0000061576,0.000,100.00,4
162500,3.1415864997,3.141592653589793,0.0000061538,0.000,100.00,4
162600,3.1415865035,3.141592653589793,0.0000061501,0.000,100.00,4
162700,3.1415865073,3.141592653589793,0.0000061463,0.000,100.00,4
162800,3.1415865111,3.141592653589793,0.0000061425,0.000,100.00,4
162900,3.1415865149,3.141592653589793,0.0000061387,0.000,100.00,4
163000,3.1415865186,3.141592653589793,0.0000061350,0.000,100.00,4
163100,3.1415865224,3.141592653589793,0.0000061312,0.000,100.00,4
163200,3.1415865261,3.141592653589793,0.0000061275,0.000,100.00,4
163300,3.1415865299,3.141592653589793,0.0000061237,0.000,100.00,4
163400,3.1415865336,3.141592653589793,0.0000061200,0.000,100.00,4
163500,3.1415865374,3.141592653589793,0.0000061162,0.000,100.00,4
163600,3.1415865411,3.141592653589793,0.0000061125,0.000,100.00,4
163700,3.1415865449,3.141592653589793,0.0000061087,0.000,100.00,4
163800,3.1415865486,3.141592653589793,0.0000061050,0.000,100.00,4
163900,3.1415865523,3.141592653589793,0.0000061013,0.000,100.00,4
164000,3.1415865560,3.141592653589793,0.0000060976,4.441,100.00,4
164100,3.1415865597,3.141592653589793,0.0000060938,0.000,100.00,4
164200,3.1415865635,3.141592653589793,0.0000060901,1.893,100.00,4
164300,3.1415865672,3.141592653589793,0.0000060864,0.000,100.00,4
164400,3.1415865709,3.141592653589793,0.0000060827,0.000,100.00,4
164500,3.1415865746,3.141592653589793,0.0000060790,0.000,100.00,4
164600,3.1415865783,3.141592653589793,0.0000060753,0.000,100.00,4
164700,3.1415865819,3.141592653589793,0.0000060716,0.000,100.00,4
164800,3.1415865856,3.141592653589793,0.0000060680,0.000,100.00,4
164900,3.1415865893,3.141592653589793,0.0000060643,0.000,100.00,4
165000,3.1415865930,3.141592653589793,0.0000060606,0.000,100.00,4
165100,3.1415865967,3.141592653589793,0.0000060569,0.000,100.00,4
165200,3.1415866003,3.141592653589793,0.0000060533,0.000,100.00,4
165300,3.1415866040,3.141592653589793,0.0000060496,0.000,100.00,4
165400,3.1415866076,3.141592653589793,0.0000060459,9.432,100.00,4
165500,3.1415866113,3.141592653589793,0.0000060423,0.763,100.00,4
165600,3.1415866149,3.141592653589793,0.0000060386,0.000,100.00,4
165700,3.1415866186,3.141592653589793,0.0000060350,0.000,100.00,4
165800,3.1415866222,3.141592653589793,0.0000060314,0.000,100.00,4
165900,3.1415866259,3.141592653589793,0.0000060277,0.000,100.00,4
166000,3.1415866295,3.141592653589793,0.0000060241,0.000,100.00,4
166100,3.1415866331,3.141592653589793,0.0000060205,4.654,100.00,4
166200,3.1415866367,3.141592653589793,0.0000060168,0.000,100.00,4
166300,3.1415866404,3.141592653589793,0.0000060132,0.000,100.00,4
166400,3.1415866440,3.141592653589793,0.0000060096,0.000,100.00,4
166500,3.1415866476,3.141592653589793,0.0000060060,0.000,100.00,4
166600,3.1415866512,3.141592653589793,0.0000060024,0.000,100.00,4
166700,3.1415866548,3.141592653589793,0.0000059988,0.000,100.00,4
166800,3.1415866584,3.141592653589793,0.0000059952,0.000,100.00,4
166900,3.1415866620,3.141592653589793,0.0000059916,2.011,100.00,4
167000,3.1415866656,3.141592653589793,0.0000059880,0.000,100.00,4
167100,3.1415866691,3.141592653589793,0.0000059844,0.000,100.00,4
167200,3.1415866727,3.141592653589793,0.0000059809,0.000,100.00,4
167300,3.1415866763,3.141592653589793,0.0000059773,3.160,100.00,4
167400,3.1415866799,3.141592653589793,0.0000059737,0.000,100.00,4
167500,3.1415866834,3.141592653589793,0.0000059701,0.000,100.00,4
167600,3.1415866870,3.141592653589793,0.0000059666,0.000,100.00,4
167700,3.1415866906,3.141592653589793,0.0000059630,0.000,100.00,4
167800,3.1415866941,3.141592653589793,0.0000059595,0.000,100.00,4
167900,3.1415866977,3.141592653589793,0.0000059559,5.979,100.00,4
168000,3.1415867012,3.141592653589793,0.0000059524,1.505,100.00,4
168100,3.1415867047,3.141592653589793,0.0000059488,1.295,100.00,4
168200,3.1415867083,3.141592653589793,0.0000059453,0.000,100.00,4
168300,3.1415867118,3.141592653589793,0.0000059418,0.000,100.00,4
168400,3.1415867153,3.141592653589793,0.0000059382,0.000,100.00,4
168500,3.1415867189,3.141592653589793,0.0000059347,0.000,100.00,4
168600,3.1415867224,3.141592653589793,0.0000059312,0.000,100.00,4
168700,3.1415867259,3.141592653589793,0.0000059277,0.000,100.00,4
168800,3.1415867294,3.141592653589793,0.0000059242,0.000,100.00,4
168900,3.1415867329,3.141592653589793,0.0000059207,0.000,100.00,4
169000,3.1415867364,3.141592653589793,0.0000059172,0.000,100.00,4
169100,3.1415867399,3.141592653589793,0.0000059137,0.000,100.00,4
169200,3.1415867434,3.141592653589793,0.0000059102,0.000,100.00,4
169300,3.1415867469,3.141592653589793,0.0000059067,6.633,100.00,4
169400,3.1415867504,3.141592653589793,0.0000059032,1.842,100.00,4
169500,3.1415867539,3.141592653589793,0.0000058997,0.000,100.00,4
169600,3.1415867574,3.141592653589793,0.0000058962,0.000,100.00,4
169700,3.1415867608,3.141592653589793,0.0000058928,0.000,100.00,4
169800,3.1415867643,3.141592653589793,0.0000058893,0.000,100.00,4
169900,3.1415867678,3.141592653589793,0.0000058858,0.000,100.00,4
170000,3.1415867712,3.141592653589793,0.0000058824,0.000,100.00,4
170100,3.1415867747,3.141592653589793,0.0000058789,0.000,100.00,4
170200,3.1415867781,3.141592653589793,0.0000058754,0.000,100.00,4
170300,3.1415867816,3.141592653589793,0.0000058720,0.000,100.00,4
170400,3.1415867850,3.141592653589793,0.0000058685,0.000,100.00,4
170500,3.1415867885,3.141592653589793,0.0000058651,0.000,100.00,4
170600,3.1415867919,3.141592653589793,0.0000058617,0.000,100.00,4
170700,3.1415867954,3.141592653589793,0.0000058582,0.000,100.00,4
170800,3.1415867988,3.141592653589793,0.0000058548,0.000,100.00,4
170900,3.1415868022,3.141592653589793,0.0000058514,0.000,100.00,4
171000,3.1415868056,3.141592653589793,0.0000058480,0.000,100.00,4
171100,3.1415868091,3.141592653589793,0.0000058445,0.000,100.00,4
171200,3.1415868125,3.141592653589793,0.0000058411,0.000,100.00,4
171300,3.1415868159,3.141592653589793,0.0000058377,0.000,100.00,4
171400,3.1415868193,3.141592653589793,0.0000058343,0.000,100.00,4
171500,3.1415868227,3.141592653589793,0.0000058309,0.000,100.00,4
171600,3.1415868261,3.141592653589793,0.0000058275,0.000,100.00,4
171700,3.1415868295,3.141592653589793,0.0000058241,0.000,100.00,4
171800,3.1415868329,3.141592653589793,0.0000058207,0.000,100.00,4
171900,3.1415868363,3.141592653589793,0.0000058173,0.000,100.00,4
172000,3.1415868396,3.141592653589793,0.0000058140,14.170,100.00,4
172100,3.1415868430,3.141592653589793,0.0000058106,1.037,100.00,4
172200,3.1415868464,3.141592653589793,0.0000058072,0.000,100.00,4
172300,3.1415868498,3.141592653589793,0.0000058038,0.000,100.00,4
172400,3.1415868531,3.141592653589793,0.0000058005,0.000,100.00,4
172500,3.1415868565,3.141592653589793,0.0000057971,0.000,100.00,4
172600,3.1415868598,3.141592653589793,0.0000057937,0.000,100.00,4
172700,3.1415868632,3.141592653589793,0.0000057904,0.000,100.00,4
172800,3.1415868666,3.141592653589793,0.0000057870,0.000,100.00,4
172900,3.1415868699,3.141592653589793,0.0000057837,0.000,100.00,4
173000,3.1415868732,3.141592653589793,0.0000057803,0.000,100.00,4
173100,3.1415868766,3.141592653589793,0.0000057770,0.000,100.00,4
173200,3.1415868799,3.141592653589793,0.0000057737,0.000,100.00,4
173300,3.1415868832,3.141592653589793,0.0000057703,10.776,100.00,4
173400,3.1415868866,3.141592653589793,0.0000057670,1.491,100.00,4
173500,3.1415868899,3.141592653589793,0.0000057637,0.000,100.00,4
173600,3.1415868932,3.141592653589793,0.0000057604,0.000,100.00,4
173700,3.1415868965,3.141592653589793,0.0000057571,0.000,100.00,4
173800,3.1415868998,3.141592653589793,0.0000057537,0.000,100.00,4
173900,3.1415869032,3.141592653589793,0.0000057504,0.000,100.00,4
174000,3.1415869065,3.141592653589793,0.0000057471,0.000,100.00,4
174100,3.1415869098,3.141592653589793,0.0000057438,0.000,100.00,4
174200,3.1415869131,3.141592653589793,0.0000057405,0.000,100.00,4
174300,3.1415869164,3.141592653589793,0.0000057372,0.000,100.00,4
174400,3.1415869196,3.141592653589793,0.0000057339,0.000,100.00,4
174500,3.1415869229,3.141592653589793,0.0000057307,0.000,100.00,4
174600,3.1415869262,3.141592653589793,0.0000057274,0.000,100.00,4
174700,3.1415869295,3.141592653589793,0.0000057241,0.000,100.00,4
174800,3.1415869328,3.141592653589793,0.0000057208,0.000,100.00,4
174900,3.1415869360,3.141592653589793,0.0000057176,0.000,100.00,4
175000,3.1415869393,3.141592653589793,0.0000057143,0.000,100.00,4
175100,3.1415869426,3.141592653589793,0.0000057110,0.000,100.00,4
175200,3.1415869458,3.141592653589793,0.0000057078,0.000,100.00,4
175300,3.1415869491,3.141592653589793,0.0000057045,0.000,100.00,4
175400,3.1415869523,3.141592653589793,0.0000057013,0.000,100.00,4
175500,3.1415869556,3.141592653589793,0.0000056980,0.000,100.00,4
175600,3.1415869588,3.141592653589793,0.0000056948,0.000,100.00,4
175700,3.1415869621,3.141592653589793,0.0000056915,0.000,100.00,4
175800,3.1415869653,3.141592653589793,0.0000056883,0.000,100.00,4
175900,3.1415869685,3.141592653589793,0.0000056850,0.000,100.00,4
176000,3.1415869718,3.141592653589793,0.0000056818,0.000,100.00,4
176100,3.1415869750,3.141592653589793,0.0000056786,2.716,100.00,4
176200,3.1415869782,3.141592653589793,0.0000056754,0.000,100.00,4
176300,3.1415869814,3.141592653589793,0.0000056721,2.436,100.00,4
176400,3.1415869847,3.141592653589793,0.0000056689,0.000,100.00,4
176500,3.1415869879,3.141592653589793,0.0000056657,0.000,100.00,4
176600,3.1415869911,3.141592653589793,0.0000056625,0.000,100.00,4
176700,3.1415869943,3.141592653589793,0.0000056593,0.000,100.00,4
176800,3.1415869975,3.141592653589793,0.0000056561,0.000,100.00,4
176900,3.1415870007,3.141592653589793,0.0000056529,0.000,100.00,4
177000,3.1415870039,3.141592653589793,0.0000056497,0.000,100.00,4
177100,3.1415870071,3.141592653589793,0.0000056465,0.000,100.00,4
177200,3.1415870102,3.141592653589793,0.0000056433,0.000,100.00,4
177300,3.1415870134,3.141592653589793,0.0000056402,0.000,100.00,4
177400,3.1415870166,3.141592653589793,0.0000056370,0.000,100.00,4
177500,3.1415870198,3.141592653589793,0.0000056338,0.000,100.00,4
177600,3.1415870230,3.141592653589793,0.0000056306,0.000,100.00,4
177700,3.1415870261,3.141592653589793,0.0000056275,0.000,100.00,4
177800,3.1415870293,3.141592653589793,0.0000056243,3.071,100.00,4
177900,3.1415870325,3.141592653589793,0.0000056211,0.000,100.00,4
178000,3.1415870356,3.141592653589793,0.0000056180,2.355,100.00,4
178100,3.1415870388,3.141592653589793,0.0000056148,0.000,100.00,4
178200,3.1415870419,3.141592653589793,0.0000056117,0.000,100.00,4
178300,3.1415870451,3.141592653589793,0.0000056085,0.000,100.00,4
178400,3.1415870482,3.141592653589793,0.0000056054,0.000,100.00,4
178500,3.1415870513,3.141592653589793,0.0000056022,0.000,100.00,4
178600,3.1415870545,3.141592653589793,0.0000055991,0.000,100.00,4
178700,3.1415870576,3.141592653589793,0.0000055960,0.000,100.00,4
178800,3.1415870607,3.141592653589793,0.0000055928,0.000,100.00,4
178900,3.1415870639,3.141592653589793,0.0000055897,0.000,100.00,4
179000,3.1415870670,3.141592653589793,0.0000055866,0.000,100.00,4
179100,3.1415870701,3.141592653589793,0.0000055835,3.748,100.00,4
179200,3.1415870732,3.141592653589793,0.0000055804,2.430,100.00,4
179300,3.1415870763,3.141592653589793,0.0000055772,0.000,100.00,4
179400,3.1415870795,3.141592653589793,0.0000055741,0.000,100.00,4
179500,3.1415870826,3.141592653589793,0.0000055710,0.000,100.00,4
179600,3.1415870857,3.141592653589793,0.0000055679,0.000,100.00,4
179700,3.1415870888,3.141592653589793,0.0000055648,0.000,100.00,4
179800,3.1415870919,3.141592653589793,0.0000055617,0.000,100.00,4
179900,3.1415870949,3.141592653589793,0.0000055586,0.000,100.00,4
180000,3.1415870980,3.141592653589793,0.0000055556,0.000,100.00,4
180100,3.1415871011,3.141592653589793,0.0000055525,0.000,100.00,4
180200,3.1415871042,3.141592653589793,0.0000055494,0.000,100.00,4
180300,3.1415871073,3.141592653589793,0.0000055463,0.000,100.00,4
180400,3.1415871104,3.141592653589793,0.0000055432,4.444,100.00,4
180500,3.1415871134,3.141592653589793,0.0000055402,0.000,100.00,4
180600,3.1415871165,3.141592653589793,0.0000055371,0.000,100.00,4
180700,3.1415871196,3.141592653589793,0.0000055340,0.000,100.00,4
180800,3.1415871226,3.141592653589793,0.0000055310,0.000,100.00,4
180900,3.1415871257,3.141592653589793,0.0000055279,0.000,100.00,4
181000,3.1415871287,3.141592653589793,0.0000055249,0.000,100.00,4
181100,3.1415871318,3.141592653589793,0.0000055218,0.000,100.00,4
181200,3.1415871348,3.141592653589793,0.0000055188,0.000,100.00,4
181300,3.1415871379,3.141592653589793,0.0000055157,0.000,100.00,4
181400,3.1415871409,3.141592653589793,0.0000055127,0.000,100.00,4
181500,3.1415871439,3.141592653589793,0.0000055096,0.000,100.00,4
181600,3.1415871470,3.141592653589793,0.0000055066,0.000,100.00,4
181700,3.1415871500,3.141592653589793,0.0000055036,0.000,100.00,4
181800,3.1415871530,3.141592653589793,0.0000055006,5.226,100.00,4
181900,3.1415871561,3.141592653589793,0.0000054975,0.000,100.00,4
182000,3.1415871591,3.141592653589793,0.0000054945,0.000,100.00,4
182100,3.1415871621,3.141592653589793,0.0000054915,0.000,100.00,4
182200,3.1415871651,3.141592653589793,0.0000054885,0.000,100.00,4
182300,3.1415871681,3.141592653589793,0.0000054855,0.000,100.00,4
182400,3.1415871711,3.141592653589793,0.0000054825,0.000,100.00,4
182500,3.1415871741,3.141592653589793,0.0000054795,0.000,100.00,4
182600,3.1415871771,3.141592653589793,0.0000054765,0.000,100.00,4
182700,3.1415871801,3.141592653589793,0.0000054735,0.000,100.00,4
182800,3.1415871831,3.141592653589793,0.0000054705,0.000,100.00,4
182900,3.1415871861,3.141592653589793,0.0000054675,0.000,100.00,4
183000,3.1415871891,3.141592653589793,0.0000054645,0.000,100.00,4
183100,3.1415871921,3.141592653589793,0.0000054615,0.000,100.00,4
183200,3.1415871951,3.141592653589793,0.0000054585,0.000,100.00,4
183300,3.1415871981,3.141592653589793,0.0000054555,0.000,100.00,4
183400,3.1415872010,3.141592653589793,0.0000054526,0.000,100.00,4
183500,3.1415872040,3.141592653589793,0.0000054496,0.000,100.00,4
183600,3.1415872070,3.141592653589793,0.0000054466,0.000,100.00,4
183700,3.1415872099,3.141592653589793,0.0000054437,0.000,100.00,4
183800,3.1415872129,3.141592653589793,0.0000054407,0.000,100.00,4
183900,3.1415872159,3.141592653589793,0.0000054377,0.000,100.00,4
184000,3.1415872188,3.141592653589793,0.0000054348,0.000,100.00,4
184100,3.1415872218,3.141592653589793,0.0000054318,0.000,100.00,4
184200,3.1415872247,3.141592653589793,0.0000054289,0.000,100.00,4
184300,3.1415872277,3.141592653589793,0.0000054259,0.000,100.00,4
184400,3.1415872306,3.141592653589793,0.0000054230,0.000,100.00,4
184500,3.1415872335,3.141592653589793,0.0000054201,0.000,100.00,4
184600,3.1415872365,3.141592653589793,0.0000054171,1.191,100.00,4
184700,3.1415872394,3.141592653589793,0.0000054142,1.440,100.00,4
184800,3.1415872423,3.141592653589793,0.0000054113,1.363,100.00,4
184900,3.1415872453,3.141592653589793,0.0000054083,0.000,100.00,4
185000,3.1415872482,3.141592653589793,0.0000054054,2.730,100.00,4
185100,3.1415872511,3.141592653589793,0.0000054025,0.000,100.00,4
185200,3.1415872540,3.141592653589793,0.0000053996,0.000,100.00,4
185300,3.1415872569,3.141592653589793,0.0000053967,0.000,100.00,4
185400,3.1415872598,3.141592653589793,0.0000053937,0.000,100.00,4
185500,3.1415872628,3.141592653589793,0.0000053908,6.514,100.00,4
185600,3.1415872657,3.141592653589793,0.0000053879,0.730,100.00,4
185700,3.1415872686,3.141592653589793,0.0000053850,2.502,100.00,4
185800,3.1415872715,3.141592653589793,0.0000053821,0.000,100.00,4
185900,3.1415872744,3.141592653589793,0.0000053792,0.000,100.00,4
186000,3.1415872772,3.141592653589793,0.0000053763,0.000,100.00,4
186100,3.1415872801,3.141592653589793,0.0000053735,0.000,100.00,4
186200,3.1415872830,3.141592653589793,0.0000053706,0.000,100.00,4
186300,3.1415872859,3.141592653589793,0.0000053677,0.000,100.00,4
186400,3.1415872888,3.141592653589793,0.0000053648,0.000,100.00,4
186500,3.1415872917,3.141592653589793,0.0000053619,0.000,100.00,4
186600,3.1415872945,3.141592653589793,0.0000053591,0.000,100.00,4
186700,3.1415872974,3.141592653589793,0.0000053562,0.000,100.00,4
186800,3.1415873003,3.141592653589793,0.0000053533,0.000,100.00,4
186900,3.1415873031,3.141592653589793,0.0000053505,0.000,100.00,4
187000,3.1415873060,3.141592653589793,0.0000053476,12.711,100.00,4
187100,3.1415873089,3.141592653589793,0.0000053447,0.000,100.00,4
187200,3.1415873117,3.141592653589793,0.0000053419,0.000,100.00,4
187300,3.1415873146,3.141592653589793,0.0000053390,0.000,100.00,4
187400,3.1415873174,3.141592653589793,0.0000053362,0.000,100.00,4
187500,3.1415873203,3.141592653589793,0.0000053333,0.000,100.00,4
187600,3.1415873231,3.141592653589793,0.0000053305,0.000,100.00,4
187700,3.1415873259,3.141592653589793,0.0000053277,0.000,100.00,4
187800,3.1415873288,3.141592653589793,0.0000053248,0.000,100.00,4
187900,3.1415873316,3.141592653589793,0.0000053220,0.000,100.00,4
188000,3.1415873344,3.141592653589793,0.0000053191,0.000,100.00,4
188100,3.1415873373,3.141592653589793,0.0000053163,0.000,100.00,4
188200,3.1415873401,3.141592653589793,0.0000053135,0.000,100.00,4
188300,3.1415873429,3.141592653589793,0.0000053107,0.000,100.00,4
188400,3.1415873457,3.141592653589793,0.0000053079,0.000,100.00,4
188500,3.1415873485,3.141592653589793,0.0000053050,0.000,100.00,4
188600,3.1415873514,3.141592653589793,0.0000053022,0.000,100.00,4
188700,3.1415873542,3.141592653589793,0.0000052994,1.987,100.00,4
188800,3.1415873570,3.141592653589793,0.0000052966,0.000,100.00,4
188900,3.1415873598,3.141592653589793,0.0000052938,0.000,100.00,4
189000,3.1415873626,3.141592653589793,0.0000052910,0.000,100.00,4
189100,3.1415873654,3.141592653589793,0.0000052882,2.633,100.00,4
189200,3.1415873682,3.141592653589793,0.0000052854,0.000,100.00,4
189300,3.1415873710,3.141592653589793,0.0000052826,0.000,100.00,4
189400,3.1415873738,3.141592653589793,0.0000052798,0.000,100.00,4
189500,3.1415873765,3.141592653589793,0.0000052770,0.000,100.00,4
189600,3.1415873793,3.141592653589793,0.0000052743,0.000,100.00,4
189700,3.1415873821,3.141592653589793,0.0000052715,0.000,100.00,4
189800,3.1415873849,3.141592653589793,0.0000052687,0.000,100.00,4
189900,3.1415873877,3.141592653589793,0.0000052659,0.000,100.00,4
190000,3.1415873904,3.141592653589793,0.0000052632,0.000,100.00,4
190100,3.1415873932,3.141592653589793,0.0000052604,8.967,100.00,4
190200,3.1415873960,3.141592653589793,0.0000052576,0.000,100.00,4
190300,3.1415873987,3.141592653589793,0.0000052549,2.855,100.00,4
190400,3.1415874015,3.141592653589793,0.0000052521,0.000,100.00,4
190500,3.1415874042,3.141592653589793,0.0000052493,0.000,100.00,4
190600,3.1415874070,3.141592653589793,0.0000052466,2.469,100.00,4
190700,3.1415874098,3.141592653589793,0.0000052438,0.000,100.00,4
190800,3.1415874125,3.141592653589793,0.0000052411,0.000,100.00,4
190900,3.1415874152,3.141592653589793,0.0000052383,0.000,100.00,4
191000,3.1415874180,3.141592653589793,0.0000052356,0.000,100.00,4
191100,3.1415874207,3.141592653589793,0.0000052329,0.000,100.00,4
191200,3.1415874235,3.141592653589793,0.0000052301,0.000,100.00,4
191300,3.1415874262,3.141592653589793,0.0000052274,0.000,100.00,4
191400,3.1415874289,3.141592653589793,0.0000052247,0.000,100.00,4
191500,3.1415874317,3.141592653589793,0.0000052219,0.000,100.00,4
191600,3.1415874344,3.141592653589793,0.0000052192,0.000,100.00,4
191700,3.1415874371,3.141592653589793,0.0000052165,0.000,100.00,4
191800,3.1415874398,3.141592653589793,0.0000052138,0.000,100.00,4
191900,3.1415874425,3.141592653589793,0.0000052110,10.825,100.00,4
